Order Date,Category,Sales
19/12/2014,Furniture,1819.86
26/12/2016,Office Supplies,33.9
20/6/2017,Office Supplies,31.104
20/6/2017,Office Supplies,5.247999999999999
15/10/2015,Technology,263.88
15/10/2015,Furniture,2453.43
12/4/2017,Office Supplies,29.7
12/4/2017,Office Supplies,39.96
19/12/2017,Office Supplies,36.672
5/8/2017,Office Supplies,13.76
1/10/2015,Office Supplies,139.424
23/5/2016,Technology,1979.9279999999999
13/6/2017,Office Supplies,164.736
13/6/2017,Furniture,470.30199999999996
13/6/2017,Technology,47.983999999999995
23/4/2014,Office Supplies,2.502
1/5/2015,Technology,88.75200000000001
19/7/2015,Office Supplies,2.025
26/11/2016,Office Supplies,70.98
26/11/2016,Office Supplies,91.68
26/11/2016,Office Supplies,33.75
26/11/2016,Technology,3040.0
12/6/2017,Office Supplies,91.2
12/6/2017,Furniture,452.94
17/8/2015,Office Supplies,52.2
25/9/2016,Office Supplies,15.936
4/5/2014,Furniture,27.46
1/12/2015,Office Supplies,55.424
11/3/2016,Furniture,244.00599999999997
26/8/2016,Technology,159.984
26/8/2016,Furniture,1024.7160000000001
16/12/2016,Office Supplies,3.68
8/8/2014,Furniture,121.376
8/8/2014,Technology,95.976
16/5/2015,Technology,255.968
9/12/2017,Furniture,872.94
9/12/2017,Office Supplies,41.54
9/12/2017,Office Supplies,12.96
24/9/2015,Office Supplies,6.848
11/7/2017,Office Supplies,8.67
1/12/2015,Furniture,6.688
19/11/2016,Office Supplies,17.28
19/11/2016,Office Supplies,17.712
19/3/2017,Office Supplies,28.91
13/11/2016,Office Supplies,52.136
19/11/2017,Technology,31.968000000000004
2/12/2016,Office Supplies,25.92
2/12/2016,Office Supplies,40.46
2/12/2016,Office Supplies,33.87
25/8/2017,Office Supplies,9.728
25/8/2017,Office Supplies,3.424
14/10/2016,Technology,177.0
27/11/2014,Office Supplies,3.76
3/11/2015,Technology,1212.848
3/11/2015,Technology,89.97
3/11/2015,Furniture,42.6
29/11/2014,Office Supplies,5.04
30/4/2017,Office Supplies,62.96
24/11/2017,Office Supplies,5.88
24/11/2017,Furniture,977.2919999999999
30/10/2017,Furniture,9.64
17/12/2014,Office Supplies,40.05
4/9/2017,Office Supplies,10.192
4/9/2017,Office Supplies,16.784000000000002
4/9/2017,Office Supplies,13.12
17/10/2016,Office Supplies,18.16
12/11/2017,Office Supplies,16.055999999999997
12/11/2017,Office Supplies,223.05599999999998
12/11/2017,Office Supplies,540.048
24/11/2016,Technology,33.52
24/11/2016,Furniture,9.94
1/8/2015,Office Supplies,6.72
1/8/2015,Furniture,1004.9760000000001
24/12/2017,Office Supplies,17.88
17/9/2016,Technology,396.0
10/12/2017,Office Supplies,34.5
12/9/2017,Furniture,8.36
24/6/2017,Office Supplies,385.6
24/6/2017,Office Supplies,35.82
18/8/2017,Office Supplies,200.06400000000002
18/8/2017,Office Supplies,21.38
18/8/2017,Office Supplies,6.744
11/12/2017,Furniture,63.68600000000001
10/12/2017,Furniture,1669.6
3/2/2014,Office Supplies,83.84
3/2/2014,Office Supplies,13.272
11/2/2017,Office Supplies,21.336
16/4/2017,Office Supplies,16.52
6/12/2015,Furniture,206.112
6/12/2015,Office Supplies,19.92
6/12/2015,Office Supplies,198.27200000000002
6/12/2015,Office Supplies,247.104
6/12/2015,Office Supplies,86.304
22/7/2016,Office Supplies,4.16
22/7/2016,Furniture,11.648
7/11/2015,Office Supplies,26.18
7/11/2015,Office Supplies,7.3
26/3/2015,Office Supplies,74.352
31/8/2017,Office Supplies,10.744000000000002
31/8/2017,Office Supplies,8.376
4/12/2016,Office Supplies,212.88
10/2/2017,Furniture,203.983
29/10/2016,Office Supplies,40.74
29/10/2016,Office Supplies,11.67
15/9/2017,Technology,39.99
15/9/2017,Office Supplies,16.28
15/9/2017,Furniture,782.94
15/9/2017,Office Supplies,242.48
11/3/2014,Furniture,8.32
11/3/2014,Office Supplies,10.464
4/2/2014,Office Supplies,82.896
4/2/2014,Office Supplies,34.24
31/12/2014,Furniture,1573.4879999999998
23/11/2015,Office Supplies,335.52
23/11/2015,Office Supplies,23.912
23/11/2015,Office Supplies,27.055999999999997
6/7/2014,Technology,559.992
13/11/2017,Office Supplies,9.324
17/6/2016,Office Supplies,111.96
3/5/2014,Office Supplies,21.56
16/10/2017,Office Supplies,124.75
6/2/2015,Office Supplies,5.28
4/9/2017,Technology,91.96
9/5/2016,Office Supplies,9.344
9/5/2016,Office Supplies,79.36
16/3/2015,Furniture,171.96
9/4/2016,Office Supplies,35.352
4/4/2014,Office Supplies,18.9
5/9/2017,Office Supplies,2.78
30/6/2017,Furniture,1044.63
9/11/2015,Office Supplies,11.352
4/3/2014,Office Supplies,354.9
19/3/2015,Technology,453.57599999999996
29/11/2015,Technology,21.48
29/11/2015,Office Supplies,8.783999999999999
11/6/2017,Office Supplies,122.97
26/11/2017,Office Supplies,12.84
23/11/2014,Furniture,603.92
23/11/2014,Office Supplies,21.84
23/11/2014,Technology,29.99
23/11/2014,Furniture,381.44
15/12/2014,Technology,40.68
15/12/2014,Furniture,763.28
22/4/2016,Office Supplies,23.951999999999998
23/5/2016,Office Supplies,4.98
27/2/2016,Office Supplies,170.88
9/8/2015,Technology,307.98
9/8/2015,Furniture,382.806
9/8/2015,Office Supplies,41.96
9/8/2015,Office Supplies,1217.568
9/8/2015,Furniture,47.04
9/8/2015,Furniture,6.16
9/8/2015,Technology,979.95
9/8/2015,Office Supplies,143.7
9/8/2015,Office Supplies,10.65
9/8/2015,Technology,247.8
12/5/2016,Office Supplies,10.96
15/4/2016,Office Supplies,33.488
15/4/2016,Office Supplies,8.04
23/6/2015,Technology,201.56799999999998
19/10/2014,Office Supplies,13.44
24/3/2015,Furniture,359.05800000000005
8/5/2017,Furniture,47.992
16/10/2017,Furniture,547.3
19/11/2017,Office Supplies,16.896
19/11/2017,Office Supplies,6.672000000000001
19/11/2017,Office Supplies,99.13600000000001
19/11/2017,Furniture,15.992
8/5/2016,Furniture,211.96
11/12/2016,Office Supplies,6.672000000000001
30/11/2017,Office Supplies,155.94
19/4/2016,Technology,39.96
19/4/2016,Office Supplies,5.46
19/4/2016,Office Supplies,73.2
19/4/2016,Office Supplies,5.84
19/4/2016,Office Supplies,22.72
19/4/2016,Office Supplies,9.336
26/5/2014,Furniture,290.666
26/5/2014,Technology,201.584
26/5/2014,Technology,83.984
21/12/2017,Office Supplies,1000.02
15/3/2016,Technology,83.976
10/8/2015,Office Supplies,3.75
10/8/2015,Office Supplies,41.4
10/8/2015,Office Supplies,29.79
10/9/2016,Office Supplies,59.48
10/9/2016,Office Supplies,6.69
8/7/2017,Furniture,198.46
8/7/2017,Office Supplies,786.48
8/7/2017,Office Supplies,23.168000000000003
8/7/2017,Technology,50.0
19/12/2015,Technology,675.96
19/12/2015,Technology,1265.85
16/11/2015,Office Supplies,523.25
24/9/2015,Furniture,517.5
21/6/2017,Furniture,17.92
21/6/2017,Office Supplies,41.256
8/5/2016,Office Supplies,1006.056
8/5/2016,Office Supplies,10.687999999999999
8/5/2016,Office Supplies,10.368
8/5/2016,Office Supplies,25.12
8/5/2016,Technology,58.111999999999995
26/11/2014,Office Supplies,15.552
26/11/2014,Office Supplies,669.08
26/11/2014,Technology,438.336
26/5/2016,Office Supplies,19.44
26/5/2016,Office Supplies,9.64
26/5/2016,Office Supplies,12.7
26/5/2016,Furniture,41.37
29/11/2014,Office Supplies,12.624
19/3/2015,Office Supplies,1247.64
19/3/2015,Technology,3149.93
19/3/2015,Office Supplies,209.7
1/11/2015,Technology,35.36
1/11/2015,Office Supplies,3.168
26/9/2015,Office Supplies,121.104
26/9/2015,Technology,45.894
29/8/2014,Office Supplies,109.92
29/8/2014,Office Supplies,13.36
18/11/2017,Office Supplies,169.68
18/11/2017,Technology,132.52
18/11/2017,Office Supplies,2.96
18/11/2017,Office Supplies,8.448
18/11/2017,Office Supplies,95.94
12/5/2014,Furniture,34.79
20/1/2017,Technology,160.776
30/10/2017,Office Supplies,88.75200000000001
30/10/2017,Office Supplies,13.904000000000002
30/4/2017,Technology,677.58
30/4/2017,Office Supplies,13.895999999999999
24/11/2016,Office Supplies,41.92
24/11/2016,Technology,297.57599999999996
24/11/2016,Office Supplies,4.343999999999999
24/11/2016,Technology,94.992
24/11/2016,Office Supplies,74.352
24/11/2016,Office Supplies,14.04
10/1/2015,Furniture,1018.1039999999999
19/10/2017,Technology,16.68
22/3/2016,Technology,58.58
3/7/2017,Technology,167.968
11/12/2015,Office Supplies,196.62
17/9/2015,Furniture,21.936
17/9/2015,Office Supplies,6.587999999999999
18/5/2016,Office Supplies,104.28
18/5/2016,Office Supplies,17.94
7/9/2014,Office Supplies,64.78399999999999
7/9/2014,Technology,32.382
7/9/2014,Furniture,42.368
7/9/2014,Technology,399.54
29/9/2016,Office Supplies,18.97
7/11/2016,Furniture,14.82
24/4/2017,Office Supplies,99.28
24/4/2017,Office Supplies,1.188
24/4/2017,Office Supplies,7.518
10/12/2017,Office Supplies,10.368
10/12/2017,Furniture,310.88
16/8/2014,Furniture,853.092
9/12/2017,Office Supplies,33.45
9/12/2017,Office Supplies,10.4
14/3/2016,Furniture,21.88
26/6/2016,Technology,13.616
25/9/2015,Technology,63.96
25/9/2015,Office Supplies,14.46
25/9/2015,Technology,104.98
27/12/2015,Office Supplies,106.96
27/12/2015,Office Supplies,21.56
3/6/2014,Furniture,515.88
13/7/2015,Office Supplies,11.808
13/7/2015,Furniture,1931.04
13/7/2015,Office Supplies,9.96
2/2/2014,Office Supplies,12.35
8/3/2016,Office Supplies,9.702
22/11/2015,Office Supplies,11.61
30/10/2017,Office Supplies,43.86
30/10/2017,Technology,148.48
30/10/2017,Office Supplies,7.42
30/10/2017,Furniture,71.992
30/10/2017,Office Supplies,19.9
30/10/2017,Office Supplies,1702.12
30/1/2015,Office Supplies,14.304
8/9/2017,Furniture,765.625
7/10/2017,Furniture,307.666
30/4/2016,Office Supplies,7.712000000000001
19/5/2016,Office Supplies,242.9
19/5/2016,Office Supplies,454.9
19/5/2016,Furniture,35.92
19/5/2016,Furniture,39.76
19/5/2016,Office Supplies,47.744
20/12/2015,Technology,159.984
20/12/2015,Technology,255.968
20/12/2015,Furniture,359.05800000000005
19/12/2015,Office Supplies,434.352
19/12/2015,Office Supplies,3.552
19/12/2015,Office Supplies,88.83200000000001
29/4/2017,Furniture,1048.35
7/2/2016,Technology,100.0
7/2/2016,Office Supplies,7.83
28/9/2014,Office Supplies,96.256
28/9/2014,Office Supplies,10.687999999999999
10/7/2016,Office Supplies,338.04
10/7/2016,Office Supplies,154.24
29/7/2017,Office Supplies,34.848
29/7/2017,Technology,22.0
29/7/2017,Office Supplies,4.368
3/9/2015,Office Supplies,31.44
3/9/2015,Technology,17.9
3/9/2015,Technology,129.45
9/8/2014,Office Supplies,20.88
30/10/2017,Office Supplies,20.736
30/10/2017,Furniture,7.167999999999999
30/10/2017,Office Supplies,11.168
30/10/2017,Technology,442.4
6/6/2014,Office Supplies,13.36
13/8/2016,Office Supplies,11.232000000000001
13/8/2016,Office Supplies,10.272
25/4/2014,Office Supplies,10.368
25/4/2014,Office Supplies,6.24
22/11/2015,Furniture,206.96200000000002
14/10/2017,Furniture,9.46
2/12/2017,Office Supplies,559.62
2/12/2017,Office Supplies,109.92
2/12/2017,Office Supplies,8.56
8/12/2015,Office Supplies,360.712
8/12/2015,Technology,1718.4
13/7/2015,Office Supplies,41.568000000000005
11/5/2014,Technology,46.864
5/1/2014,Office Supplies,19.535999999999998
5/9/2015,Furniture,411.332
5/9/2015,Office Supplies,28.752
5/9/2015,Furniture,293.199
4/8/2016,Office Supplies,35.06
4/8/2016,Office Supplies,4.13
4/8/2016,Furniture,109.8
4/8/2016,Office Supplies,9.82
22/3/2014,Office Supplies,7.644
22/3/2014,Office Supplies,51.465
2/3/2017,Office Supplies,6.976
2/3/2017,Office Supplies,12.222000000000001
27/11/2016,Office Supplies,97.984
27/11/2016,Technology,62.4
28/4/2014,Office Supplies,20.86
28/4/2014,Office Supplies,497.61
28/4/2014,Office Supplies,5.34
28/4/2014,Office Supplies,3.15
24/11/2015,Office Supplies,368.91
24/11/2015,Office Supplies,14.7
11/11/2016,Technology,59.97
11/11/2016,Office Supplies,83.36
9/7/2015,Office Supplies,6.58
9/7/2015,Office Supplies,122.94
22/9/2017,Office Supplies,219.84
22/9/2017,Technology,98.16
22/9/2017,Office Supplies,33.04
22/9/2017,Technology,86.97
15/2/2015,Technology,134.97
15/2/2015,Technology,699.98
15/2/2015,Technology,139.95
30/9/2014,Office Supplies,48.94
1/12/2014,Furniture,2807.84
1/12/2014,Office Supplies,46.64
8/12/2014,Office Supplies,60.416000000000004
5/9/2016,Office Supplies,107.94
27/8/2017,Office Supplies,63.84
27/8/2017,Technology,347.97
27/8/2017,Office Supplies,37.008
7/7/2016,Furniture,215.65
8/8/2016,Office Supplies,11.168
8/8/2016,Office Supplies,53.952
13/11/2016,Furniture,4.18
22/9/2017,Office Supplies,5.607
22/9/2017,Office Supplies,4663.736
22/9/2017,Technology,79.984
25/12/2016,Technology,2575.944
25/12/2016,Office Supplies,45.36
25/12/2016,Technology,254.24
11/2/2016,Technology,69.93
23/10/2016,Furniture,16.156
23/10/2016,Office Supplies,54.816
9/6/2014,Furniture,1441.3
20/11/2017,Furniture,77.6
20/11/2017,Furniture,4.656000000000001
14/9/2015,Furniture,170.136
4/6/2015,Office Supplies,7.38
4/6/2015,Office Supplies,9.26
13/12/2015,Office Supplies,9.96
25/5/2014,Office Supplies,75.6
25/5/2014,Furniture,29.32
16/2/2016,Office Supplies,92.064
16/2/2016,Office Supplies,6.976
16/2/2016,Furniture,62.958
16/2/2016,Office Supplies,5.184
22/12/2016,Office Supplies,31.32
22/12/2016,Furniture,11.84
22/12/2016,Furniture,22.784000000000002
8/2/2016,Technology,1127.976
13/7/2015,Office Supplies,38.88
18/5/2014,Technology,779.796
21/10/2017,Technology,1439.92
21/10/2017,Furniture,262.11
5/11/2015,Furniture,207.0
1/8/2017,Technology,1439.9820000000002
1/8/2017,Office Supplies,36.288000000000004
21/6/2014,Office Supplies,21.4
19/2/2017,Office Supplies,1245.86
1/8/2014,Office Supplies,17.544
1/8/2014,Furniture,44.128
1/8/2014,Office Supplies,62.92
1/8/2014,Office Supplies,78.304
18/7/2016,Furniture,140.81
9/2/2015,Office Supplies,40.096
9/2/2015,Furniture,40.784
29/7/2017,Technology,90.57
12/1/2017,Office Supplies,40.08
12/1/2017,Furniture,37.68
10/9/2017,Furniture,362.352
10/9/2017,Office Supplies,7.184
20/7/2015,Office Supplies,34.76
20/7/2015,Technology,831.2
20/7/2015,Office Supplies,26.4
20/7/2015,Office Supplies,106.75
20/7/2015,Office Supplies,97.82
20/7/2015,Office Supplies,141.4
13/6/2014,Office Supplies,14.52
12/5/2017,Office Supplies,127.92
12/5/2017,Office Supplies,34.24
3/9/2015,Office Supplies,137.62
3/9/2015,Technology,100.49
26/3/2017,Furniture,257.568
26/3/2017,Technology,119.96
12/11/2014,Office Supplies,49.632
13/10/2016,Furniture,727.45
13/10/2016,Furniture,24.96
12/11/2017,Technology,370.782
15/4/2017,Furniture,196.45
25/6/2015,Office Supplies,31.104
25/6/2015,Office Supplies,78.256
26/8/2016,Office Supplies,6.48
21/7/2014,Office Supplies,99.2
21/7/2014,Furniture,801.568
21/7/2014,Furniture,272.848
21/11/2017,Furniture,70.98
4/6/2014,Office Supplies,16.224
10/3/2016,Furniture,176.78400000000002
25/3/2017,Technology,470.376
29/12/2017,Furniture,393.56800000000004
29/12/2017,Technology,302.376
28/3/2017,Office Supplies,68.742
5/3/2015,Office Supplies,29.34
5/3/2015,Furniture,383.60699999999997
5/3/2015,Office Supplies,563.4
13/11/2016,Office Supplies,217.05599999999998
19/1/2017,Office Supplies,6.0
22/4/2016,Furniture,31.56
13/5/2014,Office Supplies,7.104
13/5/2014,Office Supplies,398.352
21/10/2014,Office Supplies,121.792
21/10/2014,Furniture,409.59
14/3/2014,Office Supplies,10.56
14/3/2014,Office Supplies,3.38
22/12/2017,Office Supplies,7.824
24/11/2016,Office Supplies,24.784000000000002
2/12/2017,Office Supplies,34.65
31/12/2015,Office Supplies,487.98400000000004
3/10/2017,Office Supplies,1793.98
29/8/2014,Office Supplies,29.808000000000003
29/8/2014,Office Supplies,505.176
29/8/2014,Furniture,174.0585
29/6/2016,Office Supplies,191.88
20/8/2016,Technology,14.78
21/10/2017,Office Supplies,5.184
21/10/2017,Furniture,478.48
21/10/2017,Technology,28.4
21/10/2017,Office Supplies,909.12
17/5/2016,Office Supplies,2.952
17/5/2016,Office Supplies,27.018
3/2/2015,Furniture,136.92
18/12/2017,Furniture,18.96
15/11/2016,Technology,99.39
3/7/2017,Office Supplies,273.89599999999996
3/7/2017,Technology,597.132
15/1/2014,Technology,149.95
30/4/2017,Office Supplies,4.6080000000000005
30/4/2017,Office Supplies,15.527999999999999
30/4/2017,Office Supplies,11.952
8/11/2015,Office Supplies,11.65
30/10/2015,Technology,299.9
17/8/2017,Office Supplies,895.92
17/8/2017,Furniture,462.564
3/10/2015,Office Supplies,15.008
8/7/2016,Technology,863.64
8/7/2016,Office Supplies,47.61600000000001
5/12/2017,Office Supplies,92.94
9/3/2017,Technology,199.98
9/6/2016,Technology,177.48
28/11/2017,Office Supplies,88.76799999999999
16/3/2017,Office Supplies,6.48
16/3/2017,Office Supplies,46.51
16/3/2017,Technology,659.9760000000001
27/11/2016,Technology,271.992
6/8/2017,Furniture,145.74
6/8/2017,Furniture,15.4
27/11/2017,Office Supplies,244.55
27/11/2017,Technology,166.16
25/5/2015,Furniture,14.73
8/7/2016,Office Supplies,19.968
8/7/2016,Office Supplies,33.488
8/7/2016,Office Supplies,8.736
8/7/2016,Furniture,662.88
29/8/2017,Office Supplies,47.36
29/8/2017,Office Supplies,27.44
29/8/2017,Office Supplies,3.24
20/6/2016,Technology,95.96799999999999
20/6/2016,Office Supplies,10.368
2/9/2017,Office Supplies,23.1
2/9/2017,Furniture,11.54
2/9/2017,Furniture,254.52599999999998
2/9/2017,Office Supplies,12.98
2/9/2017,Office Supplies,26.432
2/9/2017,Technology,197.97
2/9/2017,Office Supplies,18.9
2/9/2017,Furniture,1282.41
2/9/2017,Office Supplies,4.92
2/9/2017,Technology,238.0
2/9/2017,Technology,167.97
2/9/2017,Office Supplies,17.12
10/9/2017,Office Supplies,16.2
10/9/2017,Office Supplies,33.99
10/9/2017,Technology,296.85
10/9/2017,Technology,112.8
10/9/2017,Office Supplies,13.71
10/9/2017,Office Supplies,24.9
10/9/2017,Office Supplies,286.29
10/9/2017,Office Supplies,24.18
21/12/2017,Technology,281.97
21/12/2017,Office Supplies,69.5
21/12/2017,Office Supplies,166.44
23/9/2017,Technology,291.96
6/5/2017,Office Supplies,6.4079999999999995
6/5/2017,Technology,408.744
14/12/2014,Office Supplies,5.104
14/12/2014,Office Supplies,2.8960000000000004
14/12/2014,Technology,35.016
18/10/2014,Office Supplies,275.97
18/10/2014,Technology,1394.95
18/10/2014,Furniture,545.88
8/5/2015,Office Supplies,5.247999999999999
14/4/2016,Furniture,933.5360000000001
14/4/2016,Office Supplies,42.976000000000006
14/12/2015,Office Supplies,3.76
3/12/2014,Technology,479.96
25/11/2014,Office Supplies,320.88
25/11/2014,Furniture,23.88
25/11/2014,Office Supplies,26.76
25/7/2016,Technology,1439.976
9/11/2015,Office Supplies,17.22
9/11/2015,Furniture,1024.38
9/11/2015,Office Supplies,26.22
9/11/2015,Office Supplies,17.34
24/2/2017,Office Supplies,4.956
25/6/2017,Office Supplies,71.04
25/6/2017,Office Supplies,5.343999999999999
25/6/2017,Office Supplies,11.304
2/12/2017,Office Supplies,294.62
2/12/2017,Furniture,8.752
6/2/2014,Office Supplies,15.0
6/2/2014,Technology,161.61
6/2/2014,Technology,144.95
11/4/2017,Technology,199.95
11/4/2017,Office Supplies,41.86
25/12/2017,Office Supplies,95.94
25/12/2017,Furniture,304.45
11/4/2017,Office Supplies,11.364
31/12/2014,Office Supplies,29.68
31/12/2014,Technology,47.53
3/8/2017,Furniture,183.372
15/11/2014,Office Supplies,4.224
15/11/2014,Office Supplies,333.056
15/11/2014,Office Supplies,24.896
11/12/2015,Technology,159.984
11/12/2015,Office Supplies,46.343999999999994
18/9/2016,Furniture,350.98
18/9/2016,Office Supplies,13.08
18/9/2016,Office Supplies,900.08
19/3/2015,Office Supplies,17.567999999999998
19/3/2015,Office Supplies,14.62
19/3/2015,Office Supplies,33.36
19/3/2015,Office Supplies,40.14
19/9/2016,Office Supplies,1606.23
19/9/2016,Office Supplies,17.04
19/9/2016,Office Supplies,49.53
19/9/2016,Furniture,872.32
20/8/2017,Office Supplies,239.12
13/3/2015,Furniture,141.96
8/9/2016,Office Supplies,33.024
8/9/2016,Office Supplies,67.13600000000001
26/11/2015,Office Supplies,14.73
26/11/2015,Office Supplies,104.9
26/11/2015,Office Supplies,61.04
26/11/2015,Office Supplies,10.95
9/12/2016,Office Supplies,9.392000000000001
9/12/2016,Office Supplies,9.328
25/9/2017,Office Supplies,8.26
25/9/2017,Furniture,269.97
23/1/2015,Office Supplies,29.04
23/1/2015,Office Supplies,14.62
18/6/2015,Office Supplies,11.952
18/6/2015,Office Supplies,4.5360000000000005
18/6/2015,Office Supplies,9.156
18/6/2015,Furniture,75.36
2/10/2015,Office Supplies,57.504
18/11/2017,Office Supplies,38.864000000000004
17/8/2014,Office Supplies,15.552
17/7/2016,Office Supplies,162.64
17/7/2016,Technology,597.0
17/7/2016,Office Supplies,55.48
11/7/2015,Furniture,289.8
11/7/2015,Office Supplies,2.502
11/7/2015,Office Supplies,6.48
11/7/2015,Furniture,341.48800000000006
11/7/2015,Office Supplies,11.12
11/7/2015,Furniture,25.344
1/12/2016,Furniture,17.31
22/12/2017,Technology,199.95
22/12/2017,Furniture,1586.69
22/12/2017,Technology,84.99
22/12/2017,Furniture,411.8
31/10/2014,Office Supplies,11.34
31/10/2014,Office Supplies,80.3
31/10/2014,Office Supplies,15.968
31/10/2014,Office Supplies,64.74
31/10/2014,Office Supplies,19.296
31/10/2014,Office Supplies,405.64
31/10/2014,Furniture,146.352
31/10/2014,Technology,251.91
31/10/2014,Office Supplies,12.39
13/4/2015,Technology,199.96
13/4/2015,Furniture,710.832
21/7/2016,Office Supplies,1.9409999999999998
20/11/2017,Furniture,283.92
26/11/2016,Office Supplies,7.312
7/11/2017,Technology,59.97
7/11/2017,Technology,761.544
1/12/2014,Furniture,58.2
12/9/2017,Office Supplies,39.9
12/9/2017,Office Supplies,90.86
12/9/2017,Office Supplies,94.85
24/12/2015,Office Supplies,106.23200000000001
24/12/2015,Technology,111.984
24/12/2015,Furniture,7.712000000000001
23/2/2017,Office Supplies,37.44
23/11/2014,Office Supplies,23.68
23/6/2016,Office Supplies,122.12
23/6/2016,Office Supplies,18.45
23/6/2016,Office Supplies,324.9
23/6/2016,Office Supplies,146.73
23/6/2016,Office Supplies,3.96
26/10/2015,Office Supplies,5.76
15/7/2017,Office Supplies,26.55
15/7/2017,Furniture,310.443
17/11/2014,Furniture,479.9
13/4/2015,Office Supplies,12.88
25/11/2015,Office Supplies,13.12
15/5/2016,Office Supplies,511.84
15/5/2016,Office Supplies,91.96
15/5/2016,Office Supplies,8.34
7/9/2017,Office Supplies,37.68
7/9/2017,Technology,279.944
10/3/2014,Office Supplies,636.408
10/3/2014,Office Supplies,83.16799999999999
18/7/2014,Furniture,259.13599999999997
24/3/2017,Office Supplies,221.92
24/3/2017,Technology,26.0
30/9/2014,Office Supplies,15.552
26/9/2014,Office Supplies,0.8759999999999999
31/10/2015,Office Supplies,19.98
31/10/2015,Office Supplies,398.352
31/10/2015,Office Supplies,5.04
31/10/2015,Office Supplies,17.45
31/10/2015,Furniture,323.13599999999997
31/10/2015,Office Supplies,29.7
31/10/2015,Technology,1295.84
31/10/2015,Office Supplies,46.84
31/10/2015,Furniture,425.833
12/10/2015,Furniture,209.67
19/9/2016,Office Supplies,159.88
13/4/2017,Office Supplies,5.28
13/4/2017,Office Supplies,895.92
7/1/2017,Office Supplies,2.8080000000000003
9/11/2017,Furniture,215.976
22/9/2017,Furniture,241.96
22/9/2017,Office Supplies,27.72
1/12/2017,Office Supplies,104.68
1/12/2017,Technology,62.958
23/6/2014,Technology,86.376
4/10/2015,Furniture,64.944
4/10/2015,Office Supplies,20.736
20/5/2014,Office Supplies,33.28
20/5/2014,Office Supplies,38.52
20/5/2014,Furniture,139.86
20/11/2015,Office Supplies,19.65
30/11/2015,Office Supplies,152.991
30/11/2015,Office Supplies,10.584000000000001
30/11/2015,Technology,94.92
31/12/2015,Furniture,14.76
31/12/2015,Office Supplies,3.656
16/11/2017,Office Supplies,146.82
6/6/2014,Office Supplies,149.54399999999998
6/6/2014,Office Supplies,17.14
6/6/2014,Furniture,991.7639999999999
1/9/2016,Office Supplies,30.48
1/9/2016,Technology,23.988000000000003
1/9/2016,Office Supplies,16.688
25/6/2016,Furniture,422.05800000000005
25/6/2016,Office Supplies,38.088
25/6/2016,Office Supplies,254.352
12/12/2014,Furniture,43.31
31/3/2017,Technology,84.95
19/11/2017,Furniture,233.058
24/11/2014,Technology,111.79
22/11/2015,Office Supplies,14.94
14/7/2016,Office Supplies,14.16
30/4/2016,Furniture,22.608
25/7/2016,Office Supplies,21.48
22/6/2014,Office Supplies,501.81
22/6/2014,Office Supplies,161.94
21/10/2017,Office Supplies,17.855999999999998
3/9/2016,Office Supplies,8.808
14/5/2016,Furniture,79.384
7/1/2016,Office Supplies,34.58
13/3/2017,Office Supplies,314.55
13/10/2016,Technology,191.976
13/10/2016,Office Supplies,8.288
13/10/2016,Furniture,139.92
13/10/2016,Office Supplies,15.872
13/10/2016,Office Supplies,6.2860000000000005
27/1/2017,Office Supplies,14.015999999999998
27/1/2017,Technology,71.976
27/1/2017,Technology,107.98200000000001
19/11/2017,Furniture,305.312
1/8/2014,Office Supplies,19.752
30/7/2016,Office Supplies,9.264
30/7/2015,Office Supplies,61.792
15/10/2016,Office Supplies,45.68
15/10/2016,Office Supplies,60.12
15/10/2016,Office Supplies,41.72
15/10/2016,Office Supplies,71.6
7/5/2016,Office Supplies,85.23200000000001
7/5/2016,Office Supplies,44.4
7/5/2016,Furniture,442.764
7/5/2016,Technology,3999.95
7/5/2016,Technology,199.95
7/5/2016,Furniture,63.68
1/8/2017,Office Supplies,54.896
14/7/2016,Technology,29.0
10/8/2017,Office Supplies,70.08
10/8/2017,Furniture,121.3
10/8/2017,Technology,1454.49
25/6/2016,Office Supplies,60.81
10/12/2016,Office Supplies,153.55200000000002
10/12/2016,Office Supplies,65.34
10/12/2016,Office Supplies,123.92
10/12/2016,Office Supplies,35.1
10/12/2016,Technology,44.75
1/12/2016,Office Supplies,4.704
28/11/2014,Office Supplies,14.67
28/3/2015,Office Supplies,15.552
28/3/2015,Office Supplies,5.232
1/6/2014,Furniture,22.2
1/6/2014,Technology,881.93
6/9/2015,Office Supplies,6.096
6/9/2015,Furniture,191.82
29/6/2015,Furniture,20.104
10/9/2016,Office Supplies,67.56
14/7/2014,Office Supplies,29.932
14/7/2014,Technology,38.272
22/8/2015,Office Supplies,16.52
14/11/2014,Technology,832.93
14/11/2014,Office Supplies,43.8
27/11/2016,Office Supplies,167.292
21/11/2017,Furniture,27.42
1/10/2017,Office Supplies,1.44
1/10/2017,Office Supplies,61.776
1/10/2017,Office Supplies,241.96
1/10/2017,Furniture,108.60799999999999
20/9/2014,Office Supplies,2.8160000000000003
28/7/2017,Office Supplies,9.984
28/7/2017,Office Supplies,14.98
28/7/2017,Technology,1145.6
6/12/2015,Technology,485.94
6/12/2015,Office Supplies,37.376
6/12/2015,Furniture,70.686
31/7/2017,Office Supplies,54.816
19/3/2016,Furniture,72.294
